Index,1,5,7,11,15,16,17,22,25,28,33,35,38,41,42,43,48,50,59,60,62,66,67,68,73,74,76,77,79,81,83,84,87,89,90,91,92,95,100,104,105,107,109,111,112,116,119,125,126,133,135,137,142,144,147,150,151,154,157,158,160,161,166,171,176,177,181,182,187,191,194,196,200,201,204,206,210,211,214,222,225,226,232,233,234,237,242,243,246,253,256,265,266,268,273,284,304,307,310,312,313,314,318,320,323,332,333,341,356,367,371,378,379,383,385,390,394,397,399,404,415,418,421,423,424,426,435,439,440,443,450,452,456,459,461,464,468,469,471,473,474,491,492,498,507,518,528,529,534,564,566,572,573,576,579,586,587,589,602,608,619,627,628,631,647,649,656,662,679,683,687,690,692,700,704,710,715,716,728,734,741,753,758,779,784,787,807,808,811,813,815,826,830,834,837,
Propagation - Offset - One Direction - Posterior,0.54065245,0.0050161555,0.14403318,1.9724663,0.39840007,0.0,4.8883224,0.15565822,1.8790182,0.64738953,0.74306077,0.2260754,0.0,0.39336902,0.14401962,0.53956085,0.10292451,0.06323558,0.25050887,1.258426,0.20510264,0.07294381,0.12115155,0.15830311,3.1259348,0.49064994,0.0,0.17883526,1.6574159,0.20614637,0.03962849,0.33080348,0.07263464,1.2367144,1.3264681,0.21837395,0.07852251,0.8271413,0.0486961,2.2124581,2.134948,2.3837888,0.06543037,2.8857276,0.08333391,0.0,2.014966,0.3496846,3.0756984,2.0691078,0.7393437,1.3026836,0.6200148,0.20864889,0.066356525,3.8529894,0.38295674,2.4019654,0.43582192,1.4371026,0.027431801,2.9251668,0.15908194,0.6999097,4.9442005,0.6148669,0.37585446,0.3328904,0.89966124,1.8794913,0.24400741,0.0,0.41868883,2.9326243,0.57811,3.2111342,0.017857142,0.062062055,0.0,0.0,0.10289371,0.52795094,1.2529442,0.11877002,2.0601206,0.37846932,0.0,0.5854492,1.2009311,0.29582086,1.6159768,6.270102,1.0189866,0.0,0.5824705,0.08978172,0.49673647,1.1612825,0.35626492,3.3759124,0.0,0.67732835,0.25086918,0.30531988,2.7786334,2.988737,0.4196481,0.0,0.0,0.0,0.4241206,0.5477362,0.43902487,0.15594472,0.10150361,2.2295544,0.29778367,0.8979499,1.9311625,0.25173035,1.5216724,2.5644467,3.0134559,0.65307635,0.4547305,0.0,0.0,0.0,0.0,0.0,0.002539605,0.5358615,1.0805753,0.28332072,3.3834546,0.0,0.0,0.48986733,0.9874131,0.09036364,0.0,0.7138661,0.0,0.73799735,0.0,0.4945338,0.035571806,0.6633673,0.3648124,0.7841091,0.28200638,0.0,2.2810552,0.0,0.25982213,0.0,4.70496,1.3700789,0.02230639,0.27243695,0.48196772,4.2502832,0.84136325,0.7382484,0.16911618,1.4445238,0.365219,0.49282834,1.7800003,0.07278651,0.0,0.15235673,0.6566124,0.4668812,0.0,0.38084948,0.53632176,0.110666916,0.9403206,0.0,0.7146265,1.1254313,1.7676578,0.0,0.0,0.0,1.1761656,0.033238653,0.633592,3.1199033,0.45107374,0.6107711,0.8182578,0.57250834,0.011338338,
Propagation - Offset - One Direction - Left,1.4647846,0.0,0.007862896,0.38548607,0.08666668,0.1615246,0.6187632,0.0,5.7870755,0.7385729,0.03231536,1.0775297,0.0,0.0,0.0,0.7820127,0.10357055,0.07457305,0.43510252,0.25750083,0.11887249,0.06264998,0.6390746,0.004779339,0.74370104,0.06196917,0.7718171,0.0,0.7738362,0.1766702,0.0,0.499256,0.23084447,3.8036547,0.08332277,0.15367748,0.084771276,1.1636581,0.15749007,0.7434096,0.0,0.0,0.17661838,0.3434127,0.0,0.004511237,0.19876525,0.5945467,0.67062116,0.39404935,0.21475169,0.41849494,0.34389877,0.38386622,0.0,1.7413797,0.3833677,0.03835675,0.50328654,1.050314,0.0,0.08883193,0.59901357,0.06747465,0.42151213,0.14580277,0.9542847,0.15234375,1.28427,2.9353962,0.0080180615,0.0,0.0,0.32610404,0.75039583,0.08884394,0.0,0.0,0.0,0.10041706,0.15958579,0.5652907,0.56799763,0.3319098,0.32874808,0.09985887,0.0,0.0,0.63578457,0.0,0.0,3.3500204,1.188445,0.0067732483,0.025417939,0.35427237,0.0,0.0911568,0.2620632,0.7440934,0.0,2.0090127,0.67069995,0.16191119,0.40416968,0.2646586,0.0,0.0,0.050539978,0.0,0.062759526,0.006835915,0.023273803,0.2629742,0.42952904,0.06425162,0.5807453,0.041801684,0.8139769,0.0,6.542573,0.07873729,1.2079107,1.0286005,0.5371367,0.20671512,0.0022514537,0.40403408,0.0,0.0,0.2592555,0.0,0.54326683,0.019990042,0.021772705,0.0,0.0,0.03409594,0.18098216,0.0,0.0,0.19861114,0.0,0.0,0.0,0.28822386,0.06939194,0.8634474,0.9409457,0.032947063,0.0013021529,0.0,0.76274854,0.27316812,0.18149942,0.041666664,2.2237718,1.1224782,0.020312505,0.0,0.15049192,1.1937087,1.019052,0.25935885,0.9680908,1.3564059,0.0,0.053967185,1.1685026,0.018539213,0.0,0.5610336,0.08186942,5.5772376,0.0,0.01719851,0.16807699,0.0,0.31973588,0.006636873,0.0,0.48065975,0.064812906,0.0,0.0,0.0,0.96264607,0.0,0.4451256,1.3868604,0.05574394,0.45241463,0.3118903,0.084620565,8.058548E-4,
Propagation - Offset - One Direction - Right,0.4292707,0.028716035,0.1751076,0.59363174,0.0,0.21328129,0.0726881,0.0,0.0,0.5715103,0.0,0.5224064,0.0,0.13063352,0.04228607,0.18691279,0.12841219,0.03907737,0.117355704,0.111607015,0.0835069,0.09285733,1.2700702,0.66160715,1.2140439,0.0,0.11933586,0.17671137,1.2955406,0.69159216,0.0,0.0,0.06335956,0.4023819,0.6085287,0.0,0.08012134,0.0,0.1114718,1.0540655,0.87667584,0.0,0.13869129,0.4671606,0.0,0.14604723,0.99557626,0.47730199,0.40296343,0.21218118,0.0,0.16259593,0.63471276,0.3421458,0.024147749,0.102757335,0.2084359,0.47554848,0.16818248,0.38582546,0.0074088275,0.1765903,0.060358524,0.21992475,2.699302,0.0,0.0,0.5224995,0.63114625,1.4604615,0.0,0.0,0.0,0.2409378,0.05312501,0.40911,0.06093754,0.0,0.0,0.0,0.0,0.7199588,0.5900004,0.5866139,0.0,0.27990144,0.0,0.0,0.24665181,0.023454636,2.0289414,4.28991,0.30476692,0.0,0.26555008,0.18953317,0.16168295,0.3163046,0.3630529,0.42291492,0.0,0.84004784,0.50501025,0.053803787,1.9865324,1.3821808,0.6393861,0.0,0.065987885,0.0,0.52861613,0.09817326,0.013775177,0.043304622,0.1333713,0.017410725,1.0182158,0.06896897,0.7453419,0.19182967,0.15807423,0.597743,0.7632181,0.17416091,0.6952001,0.0,0.0,0.19284435,0.0,0.0,6.4119697E-4,0.004407406,0.7651816,0.16008034,2.1598027,0.0,0.0,0.078698695,0.086516164,0.01961559,0.0,0.108241215,0.0,0.030750334,0.0,0.63376796,0.0,0.95765305,0.09296155,0.5385636,0.043038845,0.0,0.18763942,0.21763387,0.06770827,0.010690749,0.33679926,0.44960383,0.27499932,0.062127918,0.1362129,0.0,0.4715628,0.07714103,0.06515336,0.0,3.075872,0.0,0.33993047,0.120312475,0.0,0.21053073,0.106603354,0.015910983,0.0,0.28888887,0.16774197,0.0,0.5718958,0.0011423379,0.59445775,0.570731,0.0021872371,0.0,0.0,0.0,0.64110553,0.4876301,0.08837263,0.0,0.018465891,0.21551076,0.41316813,0.28111857,0.018711522,
Propagation - Offset - One Direction - Ratio - Anterior,0.1509452,0.0,0.14857973,0.20318519,0.28798082,0.3676946,0.47522393,0.0,0.17893866,0.03847012,0.0,0.1770875,,0.4627181,0.0,0.2954772,0.017152568,0.61361533,0.2271592,0.36113152,0.0,0.7704231,0.62202317,0.57148176,0.18841745,0.06634097,0.5423188,0.13184905,0.18936639,0.14298984,0.0,0.13390894,0.42046142,0.15449208,0.13936862,0.0,0.28724965,0.17640878,0.4918633,0.3518911,0.28520918,0.0,0.11021091,0.104776725,0.0,0.8554003,0.6572701,0.3135029,0.56499386,0.24954838,0.15682498,0.45759708,0.5583075,0.6332876,0.87219703,0.50829375,0.16832505,0.369139,0.21673138,0.09434659,0.22304156,0.040832564,0.7055594,0.38277307,0.34130758,0.42345253,0.6737886,0.59893847,0.28925568,0.19102608,0.6910569,,0.6268641,0.061592966,0.3750175,0.3291314,0.0,0.039210923,1.0,0.8492097,0.0,0.066189416,0.03188473,0.5278013,0.0,0.40744248,1.0,0.0,0.23621404,0.0,0.39725807,0.5760356,0.2039848,0.9053606,0.4206673,0.0,0.59931153,0.41660416,0.40406793,0.3914569,,0.44411072,0.55775064,0.11817551,0.32024148,0.32500818,0.28550136,,0.7635029,,0.56777894,0.0,0.42882565,0.6548428,0.07906081,0.015502237,0.18093604,0.65967155,0.26648414,0.40478927,0.063851625,0.10137612,0.24924839,0.17296618,0.2512598,0.59318954,0.9727623,0.41895747,1.0,,0.7326292,0.017260911,0.15652451,0.43777138,0.2769277,,,0.5772442,0.44035244,0.4842721,,0.18666811,,0.0,1.0,0.23454052,0.24532512,0.3299116,0.18191093,0.27352884,0.0,,0.21900582,0.4788525,0.2536901,0.8821758,0.09029696,0.51691955,0.61030805,0.0,0.28781077,0.08709381,0.35892874,0.261083,0.40505612,0.4699661,0.09595093,0.0,0.27167585,0.7991668,,0.62706053,0.24168295,0.122890435,,0.38103327,0.40247974,0.0,0.59118044,0.9331716,0.26076826,0.19820634,0.1319551,,,,0.35555872,0.40377158,0.6327388,0.0,0.0,0.3598738,0.4947013,0.13496901,0.9707509,
Propagation - Offset - One Direction - Ratio - Posterior,0.18854155,0.1487053,0.37501955,0.53249043,0.584803,0.0,0.4597453,1.0,0.20124844,0.31800413,0.95832294,0.10188341,,0.4033378,0.77302855,0.25199628,0.30205107,0.13812998,0.24111012,0.49397966,0.50334156,0.07330326,0.022554578,0.082256116,0.49903896,0.82896113,0.0,0.43666846,0.36051294,0.1644342,1.0,0.34516314,0.114749566,0.19211826,0.5656191,0.58694565,0.22992389,0.34218735,0.07789598,0.3575905,0.5067171,1.0,0.1529107,0.69890696,1.0,0.0,0.2151833,0.1688722,0.32245278,0.58039963,0.65338975,0.37508702,0.17130698,0.08186299,0.09370342,0.33254287,0.3267424,0.51967543,0.30828902,0.4529785,0.6117389,0.87937516,0.057230078,0.43755612,0.40380672,0.4660367,0.0921768,0.13248493,0.22714442,0.24229081,0.29911423,,0.373136,0.78635937,0.26150882,0.5808029,0.22662878,0.9607891,0.0,0.0,0.39200667,0.27189833,0.5031205,0.054066695,0.86238337,0.2957743,0.0,1.0,0.44027483,0.92653793,0.26722604,0.19110669,0.3228761,0.0,0.38634002,0.1417038,0.30229455,0.43186617,0.2163377,0.4522175,,0.10677198,0.077771164,0.51673806,0.36538538,0.4351936,0.283124,,0.0,,0.18051653,0.8391269,0.52672446,0.11644891,0.14069551,0.94971246,0.12859078,0.3029559,0.40582895,0.33779556,0.1732493,0.71105367,0.4538707,0.29103634,0.20181474,0.0,0.0,0.0,0.0,,0.0025873554,0.97472215,0.381511,0.3437507,0.43961704,,,0.34363255,0.44035244,0.4237441,,0.56882495,,0.95999944,0.0,0.26723525,0.25575638,0.17891748,0.213373,0.42020088,0.8641294,,0.55129886,0.0,0.3809361,0.0,0.5890989,0.22495654,0.027368143,0.8143023,0.44655192,0.71273255,0.23129453,0.50756466,0.083680935,0.27335447,0.09595093,0.90130275,0.39423555,0.06907044,,0.06149858,0.58919543,0.06757491,,0.3431657,0.36744422,1.0,0.20984253,0.0,0.40354514,0.4145326,0.83634466,,,,0.27265906,0.038047645,0.19937935,0.69227135,0.85872424,0.30575716,0.26790658,0.52783245,0.010747941,
Propagation - Offset - One Direction - Ratio - Left,0.51081383,0.0,0.020472642,0.10406649,0.12721618,0.2724954,0.0581945,0.0,0.61981297,0.36279428,0.04167701,0.48560083,,0.0,0.0,0.3652309,0.303947,0.1628952,0.41877806,0.101078786,0.2917245,0.06295871,0.11897544,0.0024833994,0.11872794,0.10469793,0.3963923,0.0,0.16832104,0.14092231,0.0,0.5209279,0.36469242,0.5908814,0.03552965,0.4130544,0.24822105,0.48140395,0.2519266,0.120154224,0.0,0.0,0.41275695,0.08317262,0.0,0.0043326914,0.021226643,0.28712276,0.07030717,0.11053368,0.18978529,0.12049896,0.095017515,0.15060918,0.0,0.15029459,0.32709303,0.008298647,0.35601172,0.33106172,0.0,0.026705004,0.21549647,0.042182505,0.03442608,0.11051081,0.23403451,0.060630318,0.32424957,0.37841064,0.009828866,,0.0,0.087442145,0.33944258,0.016069345,0.0,0.0,0.0,0.15079024,0.60799336,0.29112855,0.2280798,0.15109256,0.13761665,0.07803985,0.0,0.0,0.23308578,0.0,0.0,0.1021054,0.37657067,0.0946394,0.016859166,0.55915326,0.0,0.033900052,0.1591348,0.0996744,,0.31669465,0.20792158,0.27402627,0.0531476,0.038537256,0.0,,0.10257253,,0.026712053,0.010472559,0.027922977,0.19637126,0.59537596,0.027368948,0.250781,0.014103311,0.1710552,0.0,0.7449016,0.02183178,0.18192908,0.45838454,0.23838755,0.40681046,0.027237723,0.39331454,0.0,,0.26413012,0.0,0.19180733,0.024253752,0.0028289584,,,0.023917647,0.08071185,0.0,,0.15825792,,0.0,0.0,0.15574987,0.4989185,0.23288131,0.5503443,0.017656198,0.003990082,,0.18434556,0.29005772,0.2661039,0.09376592,0.27843416,0.18430239,0.024921807,0.0,0.13943352,0.20017372,0.28014198,0.17831585,0.47902417,0.25667945,0.0,0.09869719,0.25880066,0.017592706,,0.22646043,0.07346357,0.8072317,,0.015496775,0.11515274,0.0,0.07135246,0.057015005,0.0,0.17704247,0.030665396,,,,0.22316091,0.0,0.14007255,0.30772868,0.106121615,0.22648257,0.1021163,0.07801717,7.6389324E-4,
Propagation - Offset - One Direction - Ratio - Right,0.14969942,0.8512947,0.4559281,0.16025786,0.0,0.35981,0.0068362947,0.0,0.0,0.2807315,0.0,0.2354283,,0.13394403,0.22697143,0.08729567,0.37684938,0.08535948,0.11295267,0.04380996,0.20493394,0.093314916,0.23644681,0.34377867,0.19381568,0.0,0.061288893,0.4314825,0.2817996,0.5516537,0.0,0.0,0.10009662,0.0625083,0.25948262,0.0,0.23460545,0.0,0.17831418,0.17036426,0.20807374,0.0,0.3241214,0.11314367,0.0,0.14026697,0.1063201,0.23050211,0.042246237,0.05951835,0.0,0.04681691,0.17536797,0.13424025,0.034099534,0.008868755,0.17783953,0.102886945,0.118967876,0.1216132,0.1652195,0.053087268,0.021714114,0.13748834,0.22045957,0.0,0.0,0.20794624,0.15935037,0.18827243,0.0,,0.0,0.06460551,0.02403117,0.07399638,0.7733712,0.0,0.0,0.0,0.0,0.3707837,0.236915,0.26703942,0.0,0.21874337,0.0,0.0,0.09042533,0.07346206,0.33551595,0.13075233,0.09656845,0.0,0.1761336,0.299143,0.09839397,0.11762965,0.22045961,0.05665121,,0.13242258,0.15655664,0.09106012,0.26122552,0.201261,0.43137464,,0.13392456,,0.22499248,0.15040053,0.016526906,0.032336947,0.18486774,0.007416362,0.4396922,0.023269178,0.15663174,0.25741515,0.017997468,0.16573842,0.11495186,0.07761291,0.30853796,0.0,0.0,0.18772794,0.0,,6.53253E-4,0.00801699,0.2701572,0.19422415,0.2806262,,,0.055205625,0.03858325,0.0919838,,0.08624908,,0.040000554,0.0,0.34247434,0.0,0.2582896,0.05437174,0.28861406,0.13188046,,0.0453498,0.23108986,0.09926993,0.024058271,0.042169984,0.07382153,0.337402,0.18569767,0.12620375,0.0,0.12963472,0.053036433,0.032238748,0.0,0.80809814,0.0,0.075288005,0.11417001,,0.08498043,0.09565797,0.0023029053,,0.26030427,0.11492321,0.0,0.12762462,0.009813417,0.3356866,0.21021861,0.0010348633,,,,0.14862128,0.55818075,0.027809186,0.0,0.035154138,0.10788649,0.13527578,0.25918138,0.017737197,
Region - Event Centroid Distance To Border,6.879697,5.1791496,5.081974,4.5767174,9.871616,19.637783,16.230265,3.4634101,6.869714,5.6394253,7.6579294,5.770926,4.133219,5.69157,3.504779,5.495394,2.1924179,5.643294,1.9769617,6.3883944,7.1219883,5.9960895,8.032722,5.695576,8.817802,4.298265,5.5144954,5.765828,3.7966187,1.9713951,3.48588,7.359259,8.047605,11.174892,1.739073,10.735794,11.378019,3.2981646,7.25244,2.4550788,2.1690078,7.5400844,5.558042,12.308516,2.2553718,14.033736,5.4375653,10.74546,19.268885,11.779732,6.0623164,6.57111,7.3739653,11.892312,10.64937,4.207731,4.4874644,17.59674,4.776877,19.44319,1.2838252,3.3034863,2.3133948,1.5941751,3.6077263,11.814672,11.5722275,11.270937,0.9488515,11.215435,8.1571,8.200202,2.9082448,12.116898,10.448163,5.5614767,13.128897,6.1296577,1.3034099,20.465086,1.2573564,12.541796,11.8607435,4.167345,3.4996252,1.9017256,4.1329784,18.510632,5.1807094,7.822015,2.744933,7.314668,1.8859057,11.331617,8.991048,7.357323,2.173463,2.2127254,18.234283,3.3717806,11.914659,2.4251745,3.4595892,0.88640445,17.439878,4.772436,1.6860907,6.673165,2.5213723,5.617671,11.056884,1.3935474,20.067013,1.7332597,1.1546675,5.1487675,8.59042,1.6803315,19.134277,1.3150284,4.017399,7.2110057,6.673388,17.967066,8.838204,17.840815,1.9320487,12.365914,9.963884,1.6889257,10.919455,8.568153,2.1812332,2.1142497,8.817613,2.1454537,15.598993,15.288164,2.7789207,7.303895,18.50862,1.8454741,7.2085385,3.6224253,6.5744276,12.031477,10.071968,4.379729,2.5711918,4.578208,11.442355,13.154278,4.3038836,20.567343,4.774165,2.4836638,13.565755,2.2127545,0.8648003,7.437126,15.408603,5.0567636,3.0229437,1.5574311,2.1264675,4.2745605,1.4075025,9.388392,2.3210282,2.6962206,0.8221783,1.4769956,17.94628,1.4923649,2.2343786,19.135803,7.0878534,10.702355,2.9617178,1.625384,1.3596102,1.8977745,3.1037467,0.7723818,14.071447,3.7357512,5.4364443,2.107381,8.770066,2.9844694,16.936266,2.8094573,14.377075,1.9566637,0.8630732,
Region - Event Centroid Distance To Border - Normalized By Region Radius,0.056390956,0.042452045,0.041655526,0.037514076,0.080914885,0.16096543,0.13303496,0.028388608,0.05630913,0.0462248,0.06276991,0.04730267,0.03387884,0.046652213,0.028727697,0.045044214,0.017970638,0.04625651,0.016204605,0.052363887,0.058376953,0.049148273,0.06584199,0.04668505,0.07227707,0.03523168,0.04520078,0.047260888,0.031119825,0.016158976,0.028572787,0.060321797,0.06596397,0.09159748,0.014254697,0.087998316,0.09326246,0.027034136,0.05944623,0.020123597,0.017778752,0.06180397,0.045557722,0.100889474,0.018486654,0.115030624,0.044570208,0.08807754,0.15794168,0.09655518,0.04969112,0.053861555,0.06044234,0.097477965,0.08728992,0.034489598,0.036782496,0.14423558,0.03915473,0.15937041,0.010523157,0.027077757,0.018962253,0.013067009,0.029571528,0.09684158,0.094854325,0.092384726,0.0077774716,0.09192979,0.06686147,0.06721477,0.023838073,0.09931883,0.085640684,0.045585874,0.107613906,0.050243095,0.010683688,0.1677466,0.0103062,0.102801606,0.09721921,0.034158565,0.028685452,0.015587915,0.033876874,0.15172648,0.04246483,0.064114876,0.02249945,0.059956297,0.015458244,0.09288211,0.07369711,0.060305927,0.017815271,0.018137094,0.14946134,0.027637547,0.09766114,0.019878479,0.02835729,0.00726561,0.14294982,0.039118327,0.013820415,0.054698072,0.020666987,0.046046484,0.090630196,0.01142252,0.16448371,0.0142070465,0.009464487,0.042203013,0.07041328,0.0137732085,0.15683834,0.010778922,0.0329295,0.059106603,0.0546999,0.14727104,0.0724443,0.14623618,0.015836464,0.101359956,0.081671186,0.013843654,0.08950373,0.07023077,0.01787896,0.017329916,0.07227551,0.017585685,0.1278606,0.12531282,0.022778038,0.059867993,0.15170999,0.015126837,0.059086382,0.029692011,0.05388875,0.098618664,0.08255711,0.035899416,0.021075342,0.037526295,0.09378979,0.10782195,0.035277735,0.16858478,0.039132502,0.0203579,0.111194715,0.018137332,0.0070885266,0.06096005,0.12630002,0.041448884,0.024778228,0.0127658285,0.017430061,0.03503738,0.011536906,0.07695404,0.019024821,0.02210017,0.0067391666,0.012106521,0.14710066,0.012232499,0.018314578,0.15685084,0.058097158,0.087724224,0.024276376,0.013322819,0.011144346,0.015555528,0.025440546,0.006330998,0.11533973,0.03062091,0.044561017,0.017273616,0.07188579,0.024462864,0.13882186,0.023028338,0.11784488,0.016038228,0.0070743705,
Network - Temporal Density,76,39,54,30,30,7,243,26,158,60,35,43,19,30,17,38,15,44,13,43,46,34,122,45,185,30,50,44,70,21,53,15,39,100,21,60,38,24,44,62,55,53,35,22,22,21,113,47,47,32,28,159,41,47,38,108,39,40,4,59,27,35,35,25,97,45,17,30,12,90,16,39,59,25,35,72,22,42,34,26,32,47,36,22,27,31,43,24,25,21,99,210,50,8,30,23,21,13,41,70,11,40,88,14,33,67,25,20,57,23,56,10,20,17,32,62,36,6,43,4,42,56,148,28,34,12,25,23,30,11,12,8,22,34,39,26,10,11,10,54,30,24,34,3,37,40,14,68,16,31,8,15,35,21,10,21,31,25,12,22,13,77,24,52,19,68,35,7,81,9,11,27,44,34,25,33,19,13,83,15,22,12,71,11,14,20,59,21,17,86,13,13,15,11,4,
Network - Temporal Density With Similar Size Only,18,18,13,4,7,3,3,9,8,26,10,15,7,12,5,13,2,13,2,7,17,15,15,14,8,5,17,11,5,4,5,4,5,9,5,14,3,5,16,5,4,18,13,6,6,7,9,6,8,6,9,9,15,4,11,9,14,9,2,6,7,4,8,1,4,9,5,9,6,7,9,16,5,7,11,12,7,15,7,10,7,7,9,2,5,8,8,9,8,9,7,2,8,4,6,5,5,3,8,4,6,6,7,2,6,10,6,5,6,7,5,4,6,3,8,6,7,2,10,1,6,15,15,5,7,3,7,7,9,3,4,2,3,7,6,8,5,4,4,12,8,6,8,1,6,8,2,4,4,7,4,5,5,7,3,7,7,7,4,5,2,17,4,5,8,9,9,2,8,5,4,6,8,4,7,7,7,1,7,4,4,3,9,6,5,6,13,8,1,24,5,5,2,3,3,
NetWork - Spatial Density,34,25,29,42,26,40,42,19,42,28,42,21,24,34,19,42,29,21,32,23,20,30,25,25,30,42,34,42,24,34,28,32,25,24,42,25,23,34,34,42,38,34,32,42,34,24,27,28,32,28,42,33,30,31,24,38,42,34,40,28,40,42,31,30,28,31,38,42,28,38,42,24,32,26,42,34,30,31,22,42,27,32,19,42,31,25,34,25,28,24,42,42,38,28,30,27,34,27,27,42,31,42,34,37,21,28,28,24,27,24,26,27,33,29,25,32,26,38,34,25,42,42,42,25,34,41,24,42,30,31,42,26,31,24,32,18,20,28,31,34,38,24,23,27,30,42,30,30,17,31,17,34,31,27,38,24,29,28,34,27,42,42,24,30,26,42,38,24,42,28,35,32,38,25,23,32,42,34,34,40,40,29,27,42,34,33,24,42,38,42,37,31,42,42,32,
